0.125000,0.000000,0.000000
0.122600,0.000000,0.024386
0.115480,0.000000,0.047835
0.103930,0.000000,0.069446
0.088388,0.000000,0.088388
0.069446,0.000000,0.103930
0.047835,0.000000,0.115480
0.024386,0.000000,0.122600
0.024386,0.000000,-0.122600
0.047835,0.000000,-0.115480
0.069446,0.000000,-0.103930
0.115480,0.000000,-0.047835
0.122600,0.000000,-0.024386
0.250000,0.000000,0.000000
0.245200,0.000000,0.048773
0.230970,0.000000,0.095671
0.207870,0.000000,0.138890
0.176780,0.000000,0.176780
0.138890,0.000000,0.207870
0.095671,0.000000,0.230970
0.048773,0.000000,0.245200
0.048773,0.000000,-0.245200
0.095671,0.000000,-0.230970
0.138890,0.000000,-0.207870
0.176780,0.000000,-0.176780
0.207870,0.000000,-0.138890
0.230970,0.000000,-0.095671
0.245200,0.000000,-0.048773
0.375000,0.000000,0.000000
0.367790,0.000000,0.073159
0.346450,0.000000,0.143510
0.311800,0.000000,0.208340
0.265170,0.000000,0.265170
0.208340,0.000000,0.311800
0.143510,0.000000,0.346450
0.073159,0.000000,0.367790
0.073159,0.000000,-0.367790
0.143510,0.000000,-0.346450
0.208340,0.000000,-0.311800
0.265170,0.000000,-0.265170
0.311800,0.000000,-0.208340
0.346450,0.000000,-0.143510
0.367790,0.000000,-0.073159
0.500000,0.000000,0.000000
0.490390,0.000000,0.097545
0.461940,0.000000,0.191340
0.415730,0.000000,0.277790
0.353550,0.000000,0.353550
0.277790,0.000000,0.415730
0.191340,0.000000,0.461940
0.097545,0.000000,0.490390
0.097545,0.000000,-0.490390
0.191340,0.000000,-0.461940
0.277790,0.000000,-0.415730
0.353550,0.000000,-0.353550
0.415730,0.000000,-0.277790
0.461940,0.000000,-0.191340
0.490390,0.000000,-0.097545
0.625000,0.000000,0.000000
0.612990,0.000000,0.121930
0.577420,0.000000,0.239180
0.519670,0.000000,0.347230
0.441940,0.000000,0.441940
0.347230,0.000000,0.519670
0.239180,0.000000,0.577420
0.121930,0.000000,0.612990
0.121930,0.000000,-0.612990
0.239180,0.000000,-0.577420
0.347230,0.000000,-0.519670
0.441940,0.000000,-0.441940
0.519670,0.000000,-0.347230
0.577420,0.000000,-0.239180
0.612990,0.000000,-0.121930
0.750000,0.000000,0.000000
0.735590,0.000000,0.146320
0.692910,0.000000,0.287010
0.623600,0.000000,0.416680
0.530330,0.000000,0.530330
0.416680,0.000000,0.623600
0.287010,0.000000,0.692910
0.146320,0.000000,0.735590
0.146320,0.000000,-0.735590
0.287010,0.000000,-0.692910
0.416680,0.000000,-0.623600
0.530330,0.000000,-0.530330
0.623600,0.000000,-0.416680
0.692910,0.000000,-0.287010
0.735590,0.000000,-0.146320
0.875000,0.000000,0.000000
0.858190,0.000000,0.170700
0.808390,0.000000,0.334850
0.727540,0.000000,0.486120
0.618720,0.000000,0.618720
0.486120,0.000000,0.727540
0.170700,0.000000,0.858190
0.170700,0.000000,-0.858190
0.334850,0.000000,-0.808390
0.486120,0.000000,-0.727540
0.618720,0.000000,-0.618720
0.858190,0.000000,-0.170700
1.000000,0.000000,0.000000
0.980790,0.000000,0.195090
0.923880,0.000000,0.382680
